p_val,avg_log2FC,pct.OE,pct.Scr,p_val_adj,gene
1.06E-04,-0.3388906613,0.298,0.522,1.00E+00,Sesn1
1.07E-04,-0.6276642362,0.087,0.208,1.00E+00,Snx5
1.07E-04,-0.4090576257,0.216,0.411,1.00E+00,Jakmip1
1.08E-04,-0.5693410151,0.099,0.227,1.00E+00,Rabl2
1.08E-04,-0.2619368303,0.232,0.454,1.00E+00,Lmtk3
1.08E-04,-0.3184492551,0.273,0.507,1.00E+00,Luc7l
1.08E-04,-0.9046873528,0.073,0.184,1.00E+00,Brix1
1.09E-04,-0.3010125277,0.174,0.343,1.00E+00,Cdyl2
1.10E-04,-0.5722963813,0.108,0.242,1.00E+00,Fam234b
1.10E-04,-0.5314760025,0.147,0.3,1.00E+00,Gde1
1.11E-04,-1.284223186,0.028,0.101,1.00E+00,Hnmt
1.11E-04,-0.2996798819,0.592,0.855,1.00E+00,Man1c1
1.12E-04,-0.3365735776,0.183,0.367,1.00E+00,Unc13b
1.14E-04,-0.4804711312,0.117,0.256,1.00E+00,Ugdh
1.15E-04,-0.3320005958,0.151,0.314,1.00E+00,Scaf11
1.15E-04,-5.736711881,0,0.034,1.00E+00,Cpa6
1.15E-04,-4.672799884,0,0.034,1.00E+00,Rcn1
1.15E-04,-4.767522878,0,0.034,1.00E+00,Phgdh
1.15E-04,-4.829425954,0,0.034,1.00E+00,Tmem167b
1.15E-04,-4.595085659,0,0.034,1.00E+00,Svbp
1.15E-04,-4.598108937,0,0.034,1.00E+00,Hpn
1.15E-04,-4.441143153,0,0.034,1.00E+00,Arrdc4
1.17E-04,-0.358014659,0.291,0.522,1.00E+00,Ap3b1
1.17E-04,-0.3367491012,0.243,0.454,1.00E+00,Lnpk
1.18E-04,-0.8849532928,0.03,0.106,1.00E+00,Gm47350
1.20E-04,-0.493360991,0.149,0.304,1.00E+00,5330439K02Rik
1.20E-04,-0.4526934095,0.569,0.72,1.00E+00,Ndst3
1.21E-04,-0.5946471803,0.089,0.213,1.00E+00,1700016P03Rik
1.21E-04,-0.4100970448,0.232,0.43,1.00E+00,Ptpn2
1.22E-04,-0.8917638677,0.03,0.106,1.00E+00,Gm14471
1.23E-04,-1.152940839,0.023,0.092,1.00E+00,Mybbp1a
1.24E-04,-0.966575384,0.025,0.097,1.00E+00,Zfp607b
1.24E-04,-1.30777772,0.025,0.097,1.00E+00,Doc2g
1.26E-04,-0.30021647,0.149,0.309,1.00E+00,4930532I03Rik
1.26E-04,-0.3417569405,0.149,0.314,1.00E+00,Ppp1r2
1.27E-04,-1.233163011,0.023,0.092,1.00E+00,Zfp952
1.27E-04,-0.9182439021,0.025,0.097,1.00E+00,Tut1
1.27E-04,-1.047516884,0.025,0.097,1.00E+00,B230217O12Rik
1.27E-04,-0.4907402506,0.14,0.29,1.00E+00,Clpb
1.27E-04,-1.444917706,0.016,0.077,1.00E+00,Cul7
1.28E-04,-0.8225313116,0.06,0.159,1.00E+00,Ftl1
1.29E-04,-0.3692896599,0.204,0.391,1.00E+00,Gnptab
1.29E-04,-0.7080363588,0.046,0.135,1.00E+00,Cd164l2
1.30E-04,-1.321164727,0.016,0.077,1.00E+00,Gm3696
1.30E-04,-0.5325850495,0.094,0.217,1.00E+00,Hmgcr
1.31E-04,-0.3389953838,0.179,0.353,1.00E+00,Snx3
1.31E-04,-0.8439869568,0.046,0.135,1.00E+00,Bicd2
1.31E-04,-0.4443334406,0.2,0.377,1.00E+00,Erlec1
1.32E-04,-0.5572739571,0.138,0.285,1.00E+00,Rsph3a
1.32E-04,-1.245221694,0.039,0.121,1.00E+00,Ap5z1
1.33E-04,-0.5296636833,0.087,0.203,1.00E+00,Shld2
1.34E-04,-0.2938625987,0.255,0.473,1.00E+00,Ext2
1.34E-04,-0.4000765409,0.117,0.256,1.00E+00,Klhdc2
1.34E-04,-0.4731876713,0.179,0.348,1.00E+00,Shoc2
1.34E-04,-0.3735943982,0.179,0.353,1.00E+00,Mcph1
1.35E-04,-0.4393588032,0.319,0.541,1.00E+00,Dnm1l
1.35E-04,-0.4800307492,0.122,0.261,1.00E+00,Strip1
1.37E-04,-0.2611638187,0.172,0.343,1.00E+00,Ccnc
1.39E-04,-0.4293817282,0.188,0.372,1.00E+00,Uggt1
1.39E-04,-0.3825302692,0.204,0.386,1.00E+00,Ppfia4
1.40E-04,-0.3849213404,0.328,0.57,1.00E+00,Tsc1
1.42E-04,-0.4726359842,0.11,0.246,1.00E+00,Ube3b
1.42E-04,-0.3097871526,0.335,0.58,1.00E+00,Btaf1
1.44E-04,-0.3622161965,0.264,0.478,1.00E+00,Zkscan3
1.46E-04,-0.427668668,0.216,0.401,1.00E+00,Mapk9
1.47E-04,-0.4857276692,0.099,0.222,1.00E+00,Ero1l
1.52E-04,-0.2719442502,0.229,0.425,1.00E+00,Ctdspl2
1.53E-04,-0.3491064547,0.312,0.556,1.00E+00,Gtf2ird1
1.54E-04,-1.241638237,0.037,0.116,1.00E+00,Zdhhc22
1.56E-04,-0.3021951851,0.482,0.749,1.00E+00,4933413L06Rik
1.56E-04,-0.4388256744,0.177,0.348,1.00E+00,Cenpv
1.56E-04,-0.5419865855,0.057,0.155,1.00E+00,Emc9
1.57E-04,-0.5748726663,0.133,0.275,1.00E+00,Xndc1
1.57E-04,-0.2951474236,0.298,0.527,1.00E+00,Elovl6
1.58E-04,-0.81764652,0.041,0.126,1.00E+00,Dis3
1.58E-04,-0.3621864259,0.124,0.266,1.00E+00,Clcn7
1.59E-04,-0.2842470175,0.2,0.386,1.00E+00,Zfhx2
1.61E-04,-0.6371218082,0.057,0.155,1.00E+00,Ly6e
1.62E-04,-0.3633786652,0.553,0.787,1.00E+00,Cacng2
1.62E-04,-0.4319833242,0.138,0.285,1.00E+00,Mboat7
1.63E-04,-0.5865260943,0.06,0.159,1.00E+00,Map11
1.65E-04,-0.7569465714,0.067,0.169,1.00E+00,Gm17494
1.65E-04,-0.4707735606,0.108,0.242,1.00E+00,Cnbp
1.66E-04,-0.3821271217,0.112,0.246,1.00E+00,Eepd1
1.69E-04,-0.3285791419,0.11,0.242,1.00E+00,Hs6st2
1.69E-04,-0.2657217908,0.19,0.372,1.00E+00,4930545L23Rik
1.71E-04,-0.3972704683,0.131,0.275,1.00E+00,Ctnnal1
1.73E-04,-0.5733955713,0.22,0.377,1.00E+00,Inpp4b
1.74E-04,-0.8271652854,0.062,0.159,1.00E+00,Smc1a
1.74E-04,-0.7404910742,0.08,0.193,1.00E+00,Ppp2r5b
1.75E-04,-0.3563783261,0.133,0.28,1.00E+00,Pcgf3
1.77E-04,-0.1986982386,0.186,0.367,1.00E+00,Otulin
1.78E-04,-0.9986846962,0.039,0.121,1.00E+00,Rnf207
1.79E-04,-0.8263170161,0.064,0.164,1.00E+00,Klhl33
1.81E-04,-0.4684648816,0.071,0.179,1.00E+00,Elovl5
1.81E-04,-0.4110661009,0.305,0.531,1.00E+00,Ccdc50
1.81E-04,-0.3843718564,0.193,0.367,1.00E+00,Frmd3
1.81E-04,-0.3715454972,0.154,0.314,1.00E+00,Ccni
1.86E-04,-0.2483515687,0.163,0.333,1.00E+00,Hnrnpk
1.89E-04,-0.7134948697,0.039,0.121,1.00E+00,Ttpal
1.90E-04,-1.065364836,0.085,0.193,1.00E+00,Agbl1
1.90E-04,-0.6585702046,0.053,0.145,1.00E+00,S100pbp
1.90E-04,-0.3147558038,0.099,0.222,1.00E+00,Endod1
1.92E-04,-0.2430781345,0.255,0.464,1.00E+00,Zranb1
1.93E-04,-0.3459466952,0.317,0.556,1.00E+00,Zcchc18
1.95E-04,-0.327093741,0.211,0.396,1.00E+00,Orc2
1.96E-04,-0.1438336714,0.213,0.415,1.00E+00,Timm44
1.98E-04,-0.8308374111,0.053,0.145,1.00E+00,Slc16a4
1.98E-04,-0.4978515752,0.087,0.203,1.00E+00,Higd1a
1.99E-04,-0.5674257313,0.08,0.193,1.00E+00,Actr8
2.00E-04,-0.244517855,0.245,0.449,1.00E+00,Brsk1
2.03E-04,-0.8648460745,0.064,0.164,1.00E+00,Fam50a
2.03E-04,-0.3246329736,0.126,0.271,1.00E+00,Ltn1
2.05E-04,-0.3441304313,0.25,0.454,1.00E+00,Acbd5
2.05E-04,-0.6286127218,0.053,0.145,1.00E+00,Dnmt1
2.05E-04,-0.3339737301,0.222,0.411,1.00E+00,Lactb2
2.06E-04,-0.5469892456,0.135,0.28,1.00E+00,Fgd1
2.06E-04,-0.4076162086,0.312,0.541,1.00E+00,Kdm5a
2.08E-04,-0.3343992346,0.161,0.324,1.00E+00,Tbc1d2b
2.10E-04,-0.9895980751,0.034,0.111,1.00E+00,Ncoa4
2.10E-04,-0.245140909,0.271,0.493,1.00E+00,Tra2b
2.11E-04,-0.3386716809,0.19,0.357,1.00E+00,Txndc16
2.12E-04,-1.341288675,0.03,0.101,1.00E+00,Sde2
2.12E-04,-0.3677416783,0.222,0.406,1.00E+00,Cds2
2.12E-04,-0.2853480245,0.291,0.507,1.00E+00,Plxnc1
2.15E-04,-0.2777504988,0.154,0.319,1.00E+00,Bace1
2.16E-04,-0.5707061187,0.073,0.179,1.00E+00,Lemd2
2.16E-04,-0.3171464758,0.161,0.324,1.00E+00,Esf1
2.21E-04,-0.2902671149,0.255,0.464,1.00E+00,Rtn4rl1
2.22E-04,-0.4248697738,0.142,0.29,1.00E+00,Cops2
2.22E-04,-0.6229402472,0.073,0.179,1.00E+00,Jade1
2.22E-04,-0.2740336965,0.151,0.304,1.00E+00,Ldah
2.25E-04,-0.8235362862,0.034,0.111,1.00E+00,Hykk
2.25E-04,-0.4564452871,0.124,0.261,1.00E+00,Tsen2
2.26E-04,-0.4146999617,0.144,0.29,1.00E+00,Wdpcp
2.26E-04,-0.6014623482,0.115,0.242,1.00E+00,Spata1
2.29E-04,-0.3864011742,0.319,0.551,1.00E+00,Zfp346
2.30E-04,-2.246085192,0.009,0.058,1.00E+00,Pcgf1
2.30E-04,-1.031391102,0.03,0.101,1.00E+00,0610009E02Rik
2.30E-04,-0.8265684052,0.032,0.106,1.00E+00,Gm9929
2.31E-04,-0.3761283358,0.076,0.184,1.00E+00,Tgfbrap1
2.31E-04,-0.6545747789,0.089,0.203,1.00E+00,Ergic3
2.35E-04,-0.3304914572,0.229,0.425,1.00E+00,Agap3
2.35E-04,-0.8777195856,0.032,0.106,1.00E+00,Rack1
2.35E-04,-0.3720341729,0.124,0.266,1.00E+00,Stub1
2.36E-04,-0.8517698665,0.046,0.13,1.00E+00,Slc25a5
2.39E-04,-0.6298952691,0.071,0.174,1.00E+00,Zfp780b
2.39E-04,-0.3096005996,0.156,0.314,1.00E+00,Ociad2
2.42E-04,-1.790318953,0.009,0.058,1.00E+00,Tent5a
2.44E-04,-0.2506056842,0.25,0.459,1.00E+00,Susd4
2.44E-04,-0.3852829165,0.209,0.391,1.00E+00,Kif21b
2.46E-04,-0.6788310809,0.05,0.14,1.00E+00,Tmem8
2.46E-04,-1.203874801,0.028,0.097,1.00E+00,a
2.47E-04,-0.7464967626,0.032,0.106,1.00E+00,Grhl3
2.49E-04,-0.6360339236,0.032,0.106,1.00E+00,Pak1ip1
2.49E-04,-0.3923447785,0.073,0.179,1.00E+00,Eif4b
2.49E-04,-0.5454907985,0.11,0.237,1.00E+00,Yipf5
2.50E-04,-0.3013083562,0.209,0.396,1.00E+00,Mef2d
2.50E-04,-0.4267749352,0.151,0.3,1.00E+00,Tmbim1
2.51E-04,-0.368515195,0.087,0.203,1.00E+00,Abhd8
2.51E-04,-0.424135867,0.186,0.357,1.00E+00,Nmt1
2.51E-04,-0.5180731396,0.096,0.217,1.00E+00,Sdf4
2.52E-04,-0.4010895815,0.122,0.256,1.00E+00,Armcx3
2.52E-04,-0.3516562327,0.195,0.372,1.00E+00,Mob4
2.52E-04,-1.168938828,0.025,0.092,1.00E+00,Gm15496
2.53E-04,-2.063597838,0.011,0.063,1.00E+00,Nifk
2.53E-04,-0.4586090758,0.085,0.198,1.00E+00,Txndc12
2.54E-04,-0.2840850794,0.234,0.44,1.00E+00,Mysm1
2.55E-04,-0.2662114815,0.101,0.227,1.00E+00,Trappc11
2.56E-04,-1.551451368,0.023,0.087,1.00E+00,Lrfn4
2.57E-04,-0.2978278879,0.17,0.338,1.00E+00,1600010M07Rik
2.57E-04,-0.7483942556,0.048,0.135,1.00E+00,Barx2
2.57E-04,-3.114498109,0.002,0.039,1.00E+00,Crip3
2.57E-04,-3.153496643,0.002,0.039,1.00E+00,Fermt3
2.58E-04,-0.4202025379,0.135,0.275,1.00E+00,Mpp7
2.60E-04,-0.6019779324,0.122,0.251,1.00E+00,Ap4e1
2.61E-04,-0.9503265075,0.044,0.126,1.00E+00,Neurl4
2.62E-04,-0.5646220817,0.05,0.14,1.00E+00,AC163685.1
2.63E-04,-0.3214380093,0.211,0.401,1.00E+00,Tent2
2.63E-04,-0.3769578896,0.163,0.324,1.00E+00,Enpp5
2.64E-04,-0.2820463705,0.417,0.691,1.00E+00,Ppp6r2
2.64E-04,-0.2435039323,0.284,0.507,1.00E+00,Mib1
2.65E-04,-0.5429883374,0.083,0.193,1.00E+00,Msh2
2.65E-04,-0.3934417059,0.193,0.367,1.00E+00,Metap2
2.67E-04,-1.702361086,0.011,0.063,1.00E+00,Kcnj11
2.67E-04,-0.2720013832,0.296,0.522,1.00E+00,Clip4
2.68E-04,-0.4950012365,0.19,0.348,1.00E+00,Dcun1d5
2.69E-04,-1.247155479,0.011,0.063,1.00E+00,Gm7030
2.70E-04,-1.603210787,0.021,0.082,1.00E+00,Tuft1
2.71E-04,-0.6529760081,0.103,0.222,1.00E+00,Gm12027
2.71E-04,-0.7174340253,0.025,0.092,1.00E+00,Ndufb6
2.72E-04,-0.4619625227,0.064,0.164,1.00E+00,Tspan12
2.73E-04,-1.145140039,0.025,0.092,1.00E+00,Smc2
2.73E-04,-0.673429726,0.06,0.155,1.00E+00,Clns1a
2.73E-04,-0.3369726045,0.268,0.469,1.00E+00,Tmem130
2.74E-04,-0.6535208292,0.122,0.251,1.00E+00,Myh9
2.77E-04,-1.818555586,0.014,0.068,1.00E+00,Gm16008
2.77E-04,-0.5453962933,0.071,0.174,1.00E+00,Rps27
2.78E-04,-0.3402163557,0.149,0.3,1.00E+00,Dnajb14
2.78E-04,-0.1724482217,0.163,0.324,1.00E+00,Fndc1
2.79E-04,-0.2143776846,0.133,0.28,1.00E+00,Carm1
2.79E-04,-0.5079028017,0.092,0.208,1.00E+00,Ncl
2.80E-04,-0.5296682135,0.046,0.13,1.00E+00,Itga3
2.82E-04,-1.667433531,0.014,0.068,1.00E+00,Pop4
2.83E-04,-0.2714678434,0.225,0.425,1.00E+00,Sdhb
2.83E-04,-1.670965139,0.014,0.068,1.00E+00,Mmgt2
2.83E-04,-1.529157008,0.014,0.068,1.00E+00,Taf7l
2.85E-04,-0.3594105633,0.163,0.319,1.00E+00,Acvr2a
2.86E-04,-0.4677616675,0.092,0.208,1.00E+00,Mrpl45
2.86E-04,-0.3236412874,0.156,0.309,1.00E+00,Rpl6
2.86E-04,-0.4507034919,0.163,0.319,1.00E+00,Rcor3
2.88E-04,-1.203673772,0.021,0.082,1.00E+00,Itpa
2.94E-04,-0.312858674,0.204,0.386,1.00E+00,Rnf115
2.97E-04,0.4281538198,0.963,0.976,1.00E+00,Tenm2
2.97E-04,-0.9803636474,0.025,0.092,1.00E+00,Zfand1
2.98E-04,-1.024359625,0.023,0.087,1.00E+00,2900009J06Rik
2.99E-04,-1.02531048,0.025,0.092,1.00E+00,Pcdhga12
3.00E-04,-0.4153470202,0.046,0.13,1.00E+00,Lrrc1
3.03E-04,-1.169210443,0.023,0.087,1.00E+00,Cnih2
3.04E-04,-0.6665780944,0.044,0.126,1.00E+00,Iqcc
3.05E-04,-1.404895694,0.016,0.072,1.00E+00,Rbm19
3.06E-04,-0.186088957,0.225,0.42,1.00E+00,St3gal6
3.09E-04,-0.9339475159,0.021,0.082,1.00E+00,Wdr45
3.10E-04,-0.4252976841,0.172,0.329,1.00E+00,Nhsl2
3.11E-04,-0.296741963,0.135,0.275,1.00E+00,Rpl13
3.14E-04,-0.9182245168,0.021,0.082,1.00E+00,Fzd6
3.14E-04,-0.3548524271,0.083,0.193,1.00E+00,Gm15283
3.18E-04,-0.3620202445,0.232,0.42,1.00E+00,Med15
3.18E-04,-0.6146969805,0.069,0.169,1.00E+00,Cep104
3.18E-04,-0.5477625695,0.112,0.237,1.00E+00,Sgpp2
3.19E-04,-1.086915667,0.021,0.082,1.00E+00,Pex11b
3.20E-04,-0.5337385727,0.067,0.164,1.00E+00,Cnst
3.21E-04,-0.5666113348,0.108,0.227,1.00E+00,Ublcp1
3.21E-04,-0.230911893,0.156,0.314,1.00E+00,Cltb
3.21E-04,-0.3571439102,0.133,0.275,1.00E+00,Tmem201
3.23E-04,-0.2034830169,0.365,0.623,1.00E+00,Leng8
3.23E-04,-0.3543532947,0.177,0.343,1.00E+00,Brd7
3.24E-04,-0.9927309518,0.039,0.116,1.00E+00,Zfp560
3.30E-04,-0.1593357198,0.431,0.705,1.00E+00,Zzef1
3.30E-04,-0.822829111,0.041,0.121,1.00E+00,Ripor1
3.32E-04,-0.3766397185,0.078,0.184,1.00E+00,Nxf1
3.32E-04,-0.2715266257,0.204,0.391,1.00E+00,Wdfy2
3.34E-04,-0.2064193727,0.323,0.551,1.00E+00,Rab28
3.35E-04,-0.4622935302,0.135,0.275,1.00E+00,Eef1a2
3.37E-04,-0.2710695929,0.206,0.386,1.00E+00,Csnk2a1
3.39E-04,-0.2899457151,0.099,0.217,1.00E+00,Ano8
3.40E-04,-0.2468372889,0.365,0.623,1.00E+00,Nudcd3
3.40E-04,-0.6090845952,0.08,0.188,1.00E+00,Brk1
3.41E-04,-0.2365119596,0.195,0.372,1.00E+00,Sap130
3.41E-04,-0.289806655,0.729,0.932,1.00E+00,Dner
3.41E-04,-0.6807378126,0.073,0.174,1.00E+00,Dars2
3.43E-04,-0.613163203,0.094,0.208,1.00E+00,Cdv3
3.44E-04,-0.7482636242,0.062,0.155,1.00E+00,4833422C13Rik
3.46E-04,-0.8437205247,0.044,0.126,1.00E+00,Rab5c
3.47E-04,-0.5391309267,0.17,0.319,1.00E+00,Sf3b3
3.48E-04,-0.1240122507,0.156,0.309,1.00E+00,Zfp397
3.48E-04,-0.4010099366,0.142,0.285,1.00E+00,Rrn3
3.49E-04,-0.5735337189,0.08,0.188,1.00E+00,Mbd1
3.50E-04,-0.4557712016,0.197,0.362,1.00E+00,Adgra3
3.51E-04,-0.4154722143,0.069,0.169,1.00E+00,Ice2
3.52E-04,-0.7037733634,0.041,0.121,1.00E+00,Irs2
3.52E-04,-0.9098231736,0.039,0.116,1.00E+00,Tuba1b
3.53E-04,-0.8069179452,0.062,0.155,1.00E+00,Kif24
3.53E-04,-0.6270104843,0.064,0.159,1.00E+00,Ghitm
3.54E-04,-0.269211966,0.177,0.338,1.00E+00,Arel1
3.55E-04,-0.2082603438,0.266,0.483,1.00E+00,Napb
3.55E-04,-0.5290147741,0.181,0.338,1.00E+00,Rheb
3.56E-04,-0.3560573289,0.342,0.575,1.00E+00,Gpi1
3.58E-04,-1.137627401,0.037,0.111,1.00E+00,Zfp974
3.60E-04,-4.619007273,0,0.029,1.00E+00,Mgmt
3.60E-04,-4.696257513,0,0.029,1.00E+00,4933417D19Rik
3.60E-04,-4.739582588,0,0.029,1.00E+00,Mical1
3.61E-04,-0.533708478,0.055,0.145,1.00E+00,Per1
3.67E-04,-0.7299693832,0.083,0.188,1.00E+00,Cog2
3.67E-04,-0.7471090148,0.078,0.179,1.00E+00,Rnf187
3.68E-04,-0.5167533704,0.089,0.203,1.00E+00,Dimt1
3.70E-04,-0.2550380755,0.188,0.362,1.00E+00,Pebp1
3.71E-04,-0.270719277,0.284,0.493,1.00E+00,Tmem131l
3.75E-04,-0.3451465695,0.179,0.343,1.00E+00,Mafg
3.82E-04,-0.6572593222,0.08,0.184,1.00E+00,Ndufa13
3.84E-04,-0.8151651516,0.05,0.135,1.00E+00,Fam222a
3.85E-04,-0.3799216614,0.216,0.391,1.00E+00,Mia3
3.86E-04,-0.5613296833,0.083,0.188,1.00E+00,Tpd52l2
3.86E-04,-0.4001868268,0.087,0.198,1.00E+00,Snx8
3.88E-04,-0.9991204025,0.037,0.111,1.00E+00,Ctps
3.88E-04,-0.3406624113,0.239,0.43,1.00E+00,Dtd1
3.89E-04,-0.7018953557,0.062,0.155,1.00E+00,Gm26901
3.89E-04,-0.3776409047,0.119,0.246,1.00E+00,Zbtb44
3.90E-04,-0.9451282507,0.037,0.111,1.00E+00,A430033K04Rik
3.90E-04,-0.2888471342,0.472,0.749,1.00E+00,Cmip
3.90E-04,-0.2299110028,0.216,0.401,1.00E+00,Ptpn1
3.90E-04,-0.2413122519,0.204,0.386,1.00E+00,Scrn1
3.91E-04,-0.7086146997,0.062,0.155,1.00E+00,Adsl
3.92E-04,-0.435576315,0.11,0.237,1.00E+00,Shisa7
3.93E-04,-0.1788134344,0.936,0.981,1.00E+00,Rere
3.94E-04,-0.5946647251,0.073,0.174,1.00E+00,Drap1
3.94E-04,-0.3167381072,0.19,0.372,1.00E+00,Rmnd5a
3.95E-04,-0.3394900521,0.128,0.261,1.00E+00,Slx4ip
3.96E-04,-0.9816377345,0.034,0.106,1.00E+00,Platr31
3.96E-04,-0.6377420231,0.092,0.203,1.00E+00,Ndufb5
3.97E-04,-0.4140920369,0.106,0.227,1.00E+00,Arl8b
3.98E-04,-2.178587352,0.005,0.043,1.00E+00,Gm16299
3.99E-04,-0.3015150114,0.369,0.585,1.00E+00,Rab27b
4.01E-04,-0.6154393241,0.053,0.14,1.00E+00,Pdia4
4.04E-04,-0.4962069831,0.108,0.232,1.00E+00,Atp6v1c1
4.06E-04,-0.2597935673,0.443,0.671,1.00E+00,Pds5a
4.07E-04,-0.3393933464,0.106,0.222,1.00E+00,Tmcc3
4.09E-04,-0.505243814,0.083,0.188,1.00E+00,Bicc1
4.10E-04,-0.4447163846,0.089,0.203,1.00E+00,Gtpbp8
4.12E-04,-0.4317022319,0.053,0.14,1.00E+00,Pmpca
4.13E-04,-0.3690665013,0.076,0.179,1.00E+00,Lmo4
4.14E-04,-1.950195637,0.005,0.043,1.00E+00,Gm43328
4.14E-04,-1.994846442,0.005,0.043,1.00E+00,Fam205c
4.16E-04,-0.2584465435,0.161,0.319,1.00E+00,Cox11
4.16E-04,-0.316086393,0.186,0.353,1.00E+00,Ppp2ca
4.16E-04,-1.043022642,0.034,0.106,1.00E+00,Skp1a
4.17E-04,-0.3921871853,0.163,0.314,1.00E+00,Cyfip1
4.18E-04,-0.5965232164,0.062,0.155,1.00E+00,Acad10
4.21E-04,-0.3564607908,0.195,0.357,1.00E+00,Pcf11
4.24E-04,-0.4888338332,0.083,0.188,1.00E+00,Pmm2
4.26E-04,-0.2411176677,0.232,0.43,1.00E+00,Ythdc2
4.27E-04,-0.2633521445,0.966,0.971,1.00E+00,Robo1
4.27E-04,-0.6276373667,0.034,0.106,1.00E+00,Gm42556
4.27E-04,-0.6067060142,0.094,0.208,1.00E+00,Hpf1
4.28E-04,-0.4241403064,0.115,0.242,1.00E+00,Adcy5
4.29E-04,-0.580108632,0.126,0.251,1.00E+00,Atg3
4.37E-04,-0.3895624854,0.204,0.377,1.00E+00,Dcbld2
4.37E-04,-0.4380324848,0.119,0.246,1.00E+00,Nup160
4.38E-04,-0.2641574527,0.177,0.343,1.00E+00,Osbpl2
4.41E-04,-0.2502266482,0.287,0.502,1.00E+00,4931406P16Rik
4.44E-04,-0.4392184487,0.085,0.193,1.00E+00,Gm50013
4.47E-04,-0.2561698,0.147,0.295,1.00E+00,Abhd16a
4.50E-04,-0.3677594988,0.089,0.203,1.00E+00,Mto1
4.53E-04,-0.4248634143,0.076,0.179,1.00E+00,Poldip2
4.53E-04,-0.3639869779,0.124,0.256,1.00E+00,Wdr43
4.53E-04,-0.8975952438,0.034,0.106,1.00E+00,Zfp40
4.55E-04,-0.3749037496,0.101,0.222,1.00E+00,Ppp2r2d
4.58E-04,-0.3905298546,0.126,0.261,1.00E+00,Prkar2b
4.59E-04,-0.4104146718,0.161,0.304,1.00E+00,Igsf3
4.59E-04,-0.3529804288,0.227,0.411,1.00E+00,Caap1
4.60E-04,-0.3440894503,0.181,0.333,1.00E+00,Pak2
4.62E-04,-0.434258151,0.195,0.357,1.00E+00,Pik3c2b
4.63E-04,-0.3489204945,0.218,0.396,1.00E+00,Hsd17b12
4.64E-04,-0.1714418777,0.163,0.324,1.00E+00,Dcp1a
4.66E-04,-0.1339412425,0.202,0.382,1.00E+00,Ddi2
4.67E-04,-0.1492949662,0.209,0.386,1.00E+00,Chd1
4.71E-04,-0.3034886329,0.106,0.227,1.00E+00,Sigmar1
4.73E-04,-0.8274363609,0.032,0.101,1.00E+00,Zfand2a
4.76E-04,-0.5265856966,0.05,0.135,1.00E+00,Tcof1
4.76E-04,-0.3972291217,0.117,0.246,1.00E+00,Tmem63c
4.77E-04,-0.9176960025,0.064,0.155,1.00E+00,Wnt5b
4.78E-04,-0.36221841,0.112,0.237,1.00E+00,Arpp19
4.80E-04,-0.207157652,0.186,0.357,1.00E+00,Alkbh8
4.81E-04,-0.5842456885,0.094,0.203,1.00E+00,Slc25a16
4.82E-04,-0.3193698566,0.08,0.184,1.00E+00,Tubgcp3
4.84E-04,-0.9703159452,0.032,0.101,1.00E+00,Mpp1
4.91E-04,-0.2503858723,0.167,0.329,1.00E+00,Tgs1
4.91E-04,-0.3062739383,0.092,0.203,1.00E+00,Crebl2
4.93E-04,-0.6544603319,0.067,0.159,1.00E+00,5530401A14Rik
4.93E-04,-0.4092964527,0.42,0.671,1.00E+00,Slc38a1
4.93E-04,-0.1799771568,0.236,0.435,1.00E+00,Jak1
4.95E-04,-0.3351541966,0.133,0.271,1.00E+00,Arf5
4.97E-04,-0.277954453,0.264,0.464,1.00E+00,Acvr1
4.98E-04,-0.3271389192,0.397,0.638,1.00E+00,Atp13a3
4.98E-04,-0.2566906482,0.28,0.488,1.00E+00,Arhgef3
4.99E-04,-0.478470045,0.062,0.155,1.00E+00,Atp5o
4.99E-04,-0.2421175739,0.773,0.932,1.00E+00,Lncpint
5.01E-04,-0.7868624914,0.055,0.14,1.00E+00,Amz2
5.04E-04,-0.7947435609,0.096,0.203,1.00E+00,Tanc1
5.04E-04,-0.733348779,0.06,0.15,1.00E+00,Gm19409
5.05E-04,-0.2986486902,0.19,0.357,1.00E+00,Pi4kb
5.06E-04,-0.354210217,0.509,0.768,1.00E+00,Ftx
5.06E-04,-0.1202432001,0.193,0.367,1.00E+00,Pdpk1
5.10E-04,-0.2332831915,0.323,0.536,1.00E+00,Adamts6
5.15E-04,-0.3360493867,0.193,0.362,1.00E+00,Kcnk12
5.18E-04,-1.197196508,0.028,0.092,1.00E+00,Slc19a2
5.19E-04,-0.2333057857,0.186,0.348,1.00E+00,2610035D17Rik
5.26E-04,-0.2249196546,0.225,0.401,1.00E+00,Ttc39c
5.28E-04,-0.1903094822,0.181,0.348,1.00E+00,Ubr4
5.28E-04,-0.7332941377,0.046,0.126,1.00E+00,Gm20342
5.28E-04,-0.4991991597,0.078,0.179,1.00E+00,Aven
5.31E-04,-2.23611343,0.007,0.048,1.00E+00,Zfp521
5.32E-04,-0.3283155564,0.261,0.459,1.00E+00,Fbxw11
5.32E-04,-0.6471638188,0.069,0.164,1.00E+00,Vac14
5.32E-04,-0.4057611938,0.06,0.15,1.00E+00,Guk1
5.33E-04,-0.3298974529,0.28,0.483,1.00E+00,Herc3
5.34E-04,-0.8922017516,0.062,0.15,1.00E+00,Ubox5
5.40E-04,-0.3209411957,0.312,0.517,1.00E+00,Tle4
