p_val,avg_log2FC,pct.OE,pct.KD,p_val_adj,gene
5.56E-03,-0.8870336414,0.039,0.085,1.00E+00,Mal2
5.61E-03,0.3621610715,0.44,0.372,1.00E+00,Med13
5.66E-03,-0.6933271964,0.085,0.146,1.00E+00,Ankra2
5.66E-03,-0.4646236708,0.124,0.2,1.00E+00,Lrrc58
5.68E-03,-0.437016581,0.433,0.522,1.00E+00,Pcdh17
5.72E-03,-4.306669087,0,0.017,1.00E+00,Spata6
5.72E-03,-0.3216793685,0.39,0.489,1.00E+00,Dcaf6
5.75E-03,-1.09857692,0.037,0.08,1.00E+00,Mxd4
5.79E-03,-2.430403739,0.005,0.028,1.00E+00,Zfp977
5.81E-03,1.416759271,0.076,0.035,1.00E+00,Gm12925
5.83E-03,-0.2530335959,0.525,0.624,1.00E+00,Chka
5.86E-03,-1.337779911,0.021,0.057,1.00E+00,Grpel2
5.89E-03,-0.4213557139,0.179,0.27,1.00E+00,Mcph1
5.91E-03,-2.167406273,0.005,0.028,1.00E+00,Trmo
5.92E-03,-1.973868424,0.009,0.037,1.00E+00,Serpine3
5.92E-03,-2.20647751,0.009,0.037,1.00E+00,Prr13
5.95E-03,-0.5306776902,0.161,0.235,1.00E+00,Saraf
5.96E-03,-2.246067982,0.005,0.028,1.00E+00,Ptges3l
5.99E-03,-0.6932545667,0.108,0.172,1.00E+00,Dgkq
6.01E-03,1.28072467,0.085,0.041,1.00E+00,Tfeb
6.07E-03,-0.803672351,0.069,0.124,1.00E+00,Actl6a
6.14E-03,-0.8684912966,0.083,0.139,1.00E+00,Slc9a6
6.18E-03,-1.04527079,0.053,0.102,1.00E+00,Rpl23
6.23E-03,-1.851392555,0.007,0.033,1.00E+00,Triqk
6.27E-03,-0.4646343012,0.085,0.148,1.00E+00,Recql5
6.32E-03,-0.5174972797,0.094,0.159,1.00E+00,Flot1
6.34E-03,-0.3813487436,0.413,0.509,1.00E+00,Bsg
6.35E-03,-0.4648102547,0.335,0.42,1.00E+00,Kcnip2
6.37E-03,-1.129638736,0.037,0.08,1.00E+00,Mrpl53
6.38E-03,-0.4246613943,0.399,0.487,1.00E+00,Ccnt2
6.39E-03,-0.1654900052,0.858,0.876,1.00E+00,Prickle1
6.40E-03,-0.5969717814,0.05,0.1,1.00E+00,Mtg2
6.41E-03,-0.2889814122,0.271,0.367,1.00E+00,Trpc1
6.41E-03,4.141135113,0.016,0,1.00E+00,Gm42722
6.41E-03,4.172991521,0.016,0,1.00E+00,Gm45188
6.41E-03,4.507898638,0.016,0,1.00E+00,Mki67
6.41E-03,4.316933021,0.016,0,1.00E+00,Pcdhga7
6.41E-03,4.407228977,0.016,0,1.00E+00,Gm15138
6.44E-03,-0.3709296172,0.206,0.296,1.00E+00,Cpeb1
6.44E-03,-0.5648222496,0.064,0.12,1.00E+00,Zfp81
6.46E-03,-0.3875578171,0.31,0.404,1.00E+00,Slc7a6
6.46E-03,-0.3759284543,0.317,0.411,1.00E+00,Clk1
6.47E-03,1.202571423,0.073,0.033,1.00E+00,Gm15813
6.49E-03,-0.9545488056,0.053,0.102,1.00E+00,Mfsd8
6.49E-03,0.6216234174,0.282,0.215,1.00E+00,Glcci1
6.54E-03,0.5826091131,0.307,0.237,1.00E+00,Acsl3
6.56E-03,-0.3922498647,0.167,0.246,1.00E+00,Togaram1
6.56E-03,-0.7837230587,0.064,0.117,1.00E+00,Nek4
6.57E-03,-1.171775244,0.034,0.076,1.00E+00,4930570G19Rik
6.58E-03,0.1967574279,0.936,0.917,1.00E+00,Rere
6.66E-03,0.2317079109,0.901,0.907,1.00E+00,Zfp536
6.66E-03,-1.160585106,0.025,0.063,1.00E+00,Cd276
6.71E-03,-1.045522339,0.025,0.063,1.00E+00,Tut1
6.72E-03,-0.4461608264,0.211,0.291,1.00E+00,Mtch2
6.75E-03,-0.3943892265,0.161,0.239,1.00E+00,Afg3l1
6.80E-03,-1.071090294,0.039,0.083,1.00E+00,Rdh10
6.81E-03,-0.6348556283,0.126,0.193,1.00E+00,Ube2e3
6.87E-03,1.407385868,0.039,0.011,1.00E+00,Gm20629
6.87E-03,0.9700372889,0.128,0.076,1.00E+00,Tcf3
6.90E-03,-0.3069047178,0.431,0.541,1.00E+00,Ttll5
6.92E-03,-0.780759511,0.032,0.074,1.00E+00,Rab23
6.93E-03,-0.5668558063,0.183,0.263,1.00E+00,Sema3e
6.94E-03,-0.6866028165,0.046,0.093,1.00E+00,Itga3
6.94E-03,-0.1601777402,0.839,0.898,1.00E+00,Rtn3
6.97E-03,1.201265505,0.089,0.046,1.00E+00,1700016P03Rik
7.00E-03,-0.1959468387,0.22,0.313,1.00E+00,Gm1976
7.05E-03,-0.5088502816,0.193,0.27,1.00E+00,Trim46
7.08E-03,-1.368780097,0.023,0.059,1.00E+00,Lrfn4
7.09E-03,-0.3399357045,0.188,0.274,1.00E+00,Mcmbp
7.12E-03,0.7853314639,0.092,0.046,1.00E+00,Mlip
7.15E-03,-0.9171137006,0.069,0.122,1.00E+00,Colgalt1
7.17E-03,0.6825055761,0.22,0.157,1.00E+00,6330576A10Rik
7.21E-03,0.1798338078,0.97,0.97,1.00E+00,Fam155a
7.24E-03,-0.9435181626,0.05,0.098,1.00E+00,Nutf2
7.25E-03,2.241997053,0.034,0.009,1.00E+00,Gas2l3
7.28E-03,-0.3774744194,0.25,0.341,1.00E+00,Acbd5
7.29E-03,-0.407582033,0.106,0.172,1.00E+00,Tef
7.30E-03,2.324021627,0.034,0.009,1.00E+00,Nat9
7.31E-03,0.9173236673,0.144,0.089,1.00E+00,Mrps10
7.31E-03,0.4147966501,0.452,0.391,1.00E+00,Sorbs2os
7.34E-03,1.324012989,0.08,0.039,1.00E+00,Cntrl
7.34E-03,-0.392620286,0.206,0.289,1.00E+00,Bcl6
7.38E-03,-0.61059509,0.124,0.191,1.00E+00,Fau
7.41E-03,2.149206199,0.034,0.009,1.00E+00,Wdr46
7.41E-03,-1.342950134,0.016,0.048,1.00E+00,Srpk3
7.47E-03,-0.2109136048,0.45,0.561,1.00E+00,Vmp1
7.50E-03,-0.3610214637,0.232,0.315,1.00E+00,Rps6kb2
7.51E-03,-0.3768297957,0.213,0.298,1.00E+00,Fam120c
7.56E-03,-0.4850405011,0.151,0.226,1.00E+00,Gm43713
7.59E-03,-0.3651469325,0.149,0.224,1.00E+00,Emc2
7.60E-03,-0.5881540218,0.158,0.228,1.00E+00,Trafd1
7.62E-03,0.352192913,0.578,0.533,1.00E+00,Nfasc
7.64E-03,0.5067745679,0.339,0.27,1.00E+00,Gm6994
7.65E-03,0.3539324565,0.406,0.326,1.00E+00,Mapre3
7.74E-03,-0.4288632356,0.172,0.252,1.00E+00,Reps1
7.78E-03,0.3613426945,0.725,0.717,1.00E+00,Kcnip1
7.93E-03,-0.7741514062,0.078,0.133,1.00E+00,Fam214b
7.94E-03,-0.5431151537,0.087,0.148,1.00E+00,Qrsl1
7.97E-03,-0.2861185894,0.319,0.428,1.00E+00,Zfp950
8.03E-03,-1.688146584,0.014,0.043,1.00E+00,Arl13a
8.07E-03,-0.5151000488,0.154,0.228,1.00E+00,Prkx
8.08E-03,0.1794537317,0.839,0.813,1.00E+00,Pacsin1
8.12E-03,-0.2532652219,0.252,0.352,1.00E+00,Ubr1
8.16E-03,-3.238892126,0.002,0.022,1.00E+00,Snhg8
8.16E-03,-3.763658524,0.002,0.022,1.00E+00,Rxfp2
8.16E-03,-3.279355208,0.002,0.022,1.00E+00,mCherry
8.20E-03,0.2602845521,0.745,0.68,1.00E+00,Ano4
8.21E-03,0.525237484,0.381,0.324,1.00E+00,Slc4a7
8.25E-03,-0.2381372598,0.509,0.611,1.00E+00,Brinp1
8.33E-03,0.5122954446,0.225,0.157,1.00E+00,Iws1
8.33E-03,-2.817881552,0.002,0.022,1.00E+00,Gzmm
8.33E-03,-0.7464556371,0.094,0.154,1.00E+00,Gm11906
8.34E-03,0.4307047025,0.349,0.274,1.00E+00,AU040320
8.36E-03,-0.549189872,0.138,0.207,1.00E+00,Abcg4
8.43E-03,3.897936765,0.021,0.002,1.00E+00,Kif6
8.43E-03,-1.031251043,0.028,0.065,1.00E+00,Gm26760
8.46E-03,-2.075577768,0.002,0.022,1.00E+00,Cln5
8.49E-03,-1.039998112,0.041,0.085,1.00E+00,Ing3
8.51E-03,-1.386073747,0.014,0.043,1.00E+00,Taf7l
8.51E-03,2.243566273,0.03,0.007,1.00E+00,Gm10432
8.51E-03,-0.8068919848,0.053,0.1,1.00E+00,Wdr83
8.52E-03,-0.6453297984,0.103,0.163,1.00E+00,Mettl23
8.53E-03,0.179743128,0.789,0.776,1.00E+00,Map1b
8.54E-03,2.809689446,0.021,0.002,1.00E+00,Gorab
8.55E-03,1.872580398,0.041,0.013,1.00E+00,Ccne1
8.64E-03,0.3141411689,0.546,0.474,1.00E+00,Dnm2
8.68E-03,2.77271115,0.021,0.002,1.00E+00,Serf1
8.71E-03,-1.741847231,0.011,0.039,1.00E+00,Hs3st3a1
8.78E-03,-0.3256771038,0.266,0.359,1.00E+00,Ypel3
8.78E-03,-0.478103598,0.204,0.28,1.00E+00,Gnptab
8.87E-03,-1.348826052,0.03,0.067,1.00E+00,Med31
8.87E-03,-0.3854177618,0.209,0.289,1.00E+00,Hectd2
8.89E-03,-0.2699861405,0.394,0.498,1.00E+00,Rbm4b
8.89E-03,-0.8594191146,0.041,0.085,1.00E+00,Ankrd46
8.91E-03,-0.5976079518,0.115,0.178,1.00E+00,Zfp160
8.94E-03,-0.3870970946,0.076,0.133,1.00E+00,Pik3r1
8.94E-03,-0.444635131,0.089,0.15,1.00E+00,Akr1a1
8.98E-03,0.6495979526,0.282,0.215,1.00E+00,Sec14l1
8.99E-03,0.1058871804,0.998,0.996,1.00E+00,Xkr4
9.01E-03,-0.8973875235,0.032,0.072,1.00E+00,Ctxn1
9.03E-03,-0.7376957916,0.092,0.15,1.00E+00,Mt3
9.04E-03,-0.4481517801,0.275,0.361,1.00E+00,Srsf7
9.04E-03,-0.650747563,0.064,0.115,1.00E+00,Ganab
9.07E-03,0.5621624791,0.42,0.365,1.00E+00,Fnip2
9.09E-03,-0.7939038202,0.044,0.087,1.00E+00,Cry1
9.11E-03,-0.5497756971,0.08,0.137,1.00E+00,Nfe2l1
9.16E-03,-0.8740608683,0.032,0.072,1.00E+00,Dcps
9.31E-03,-0.360843937,0.275,0.365,1.00E+00,C78859
9.32E-03,-0.4773194816,0.083,0.141,1.00E+00,Arvcf
9.46E-03,-2.375385882,0.005,0.026,1.00E+00,Wdr81
9.50E-03,0.256934287,0.787,0.765,1.00E+00,Atp2b2
9.52E-03,-0.2722203779,0.167,0.25,1.00E+00,Ergic2
9.55E-03,0.365502842,0.544,0.522,1.00E+00,Casc4
9.57E-03,-0.3977930748,0.257,0.343,1.00E+00,Frmpd3
9.57E-03,-0.1985028069,0.514,0.648,1.00E+00,Son
9.58E-03,0.4408039648,0.443,0.374,1.00E+00,Trak1
9.60E-03,0.8920547926,0.108,0.061,1.00E+00,2610021A01Rik
9.60E-03,0.3397125737,0.624,0.583,1.00E+00,Slc35f3
9.60E-03,-0.888391516,0.032,0.072,1.00E+00,Fdft1
9.61E-03,0.143083862,0.968,0.97,1.00E+00,Cacna1a
9.61E-03,-2.244565799,0.007,0.03,1.00E+00,4930599N23Rik
9.65E-03,-0.3212415458,0.245,0.33,1.00E+00,Ythdc1
9.67E-03,-1.264018733,0.03,0.067,1.00E+00,Lcmt2
9.70E-03,1.556533708,0.057,0.024,1.00E+00,Utp14b
9.72E-03,2.491932743,0.037,0.011,1.00E+00,Xkr7
9.78E-03,-4.121220494,0,0.015,1.00E+00,Zfp984
9.78E-03,-3.57837265,0,0.015,1.00E+00,Gjc3
9.78E-03,-3.968477952,0,0.015,1.00E+00,Hpn
9.78E-03,-4.375649111,0,0.015,1.00E+00,Nbeal2
9.78E-03,-3.76362962,0,0.015,1.00E+00,Gm46348
9.79E-03,-1.639145397,0.009,0.035,1.00E+00,Cstf2t
9.79E-03,-0.4371144526,0.28,0.361,1.00E+00,Uqcc1
9.79E-03,-2.031879689,0.007,0.03,1.00E+00,Rab11fip4os1
9.82E-03,0.4193099895,0.417,0.35,1.00E+00,Mgrn1
9.86E-03,-1.772949808,0.005,0.026,1.00E+00,Olfr323
9.87E-03,-1.037745879,0.041,0.083,1.00E+00,Ints13
9.89E-03,-1.998381686,0.007,0.03,1.00E+00,4930586N03Rik
9.89E-03,0.1640542746,0.931,0.909,1.00E+00,Setbp1
9.92E-03,-0.4565253365,0.126,0.193,1.00E+00,Jkamp
9.95E-03,-1.836013351,0.007,0.03,1.00E+00,Gm12227
9.98E-03,-0.5765395356,0.11,0.172,1.00E+00,Inpp5k
1.00E-02,-0.3529310357,0.243,0.328,1.00E+00,Lnpk
1.00E-02,-0.6557825849,0.076,0.13,1.00E+00,Ilvbl
1.00E-02,-0.3763813812,0.282,0.365,1.00E+00,Atf7
1.01E-02,-0.6915101231,0.106,0.165,1.00E+00,Sem1
1.01E-02,-1.456150206,0.023,0.057,1.00E+00,Psmb6
1.02E-02,-0.3644930684,0.197,0.276,1.00E+00,Map4k2
1.02E-02,-0.2872925131,0.213,0.302,1.00E+00,Lmo3
1.03E-02,-0.4924962438,0.069,0.124,1.00E+00,Acp2
1.03E-02,1.463580955,0.08,0.041,1.00E+00,Atrip
1.03E-02,-0.5142635989,0.103,0.165,1.00E+00,Chpf2
1.04E-02,-0.9133828273,0.046,0.089,1.00E+00,Pip5kl1
1.04E-02,0.307201856,0.654,0.622,1.00E+00,Ankrd11
1.04E-02,-0.4069817371,0.099,0.161,1.00E+00,Cox19
1.04E-02,0.8692495577,0.163,0.109,1.00E+00,A730090N16Rik
1.05E-02,-0.3380777732,0.335,0.422,1.00E+00,Kcmf1
1.05E-02,1.419171501,0.069,0.033,1.00E+00,Gm13187
1.06E-02,-0.5204040423,0.117,0.183,1.00E+00,Esrra
1.06E-02,-0.8017322933,0.048,0.093,1.00E+00,Gm20404
1.07E-02,-0.7267910594,0.062,0.111,1.00E+00,Slc27a2
1.07E-02,1.074392055,0.096,0.052,1.00E+00,Sft2d1
1.07E-02,-0.3862626361,0.385,0.476,1.00E+00,Hmgn3
1.08E-02,-1.655825908,0.016,0.046,1.00E+00,Gng13
1.08E-02,-1.034958399,0.046,0.089,1.00E+00,Ubtd2
1.09E-02,-0.4935186242,0.094,0.154,1.00E+00,Ell
1.09E-02,-0.6946069427,0.048,0.093,1.00E+00,BC002059
1.09E-02,-0.6170370582,0.117,0.178,1.00E+00,Nrsn1
1.10E-02,-0.4527678935,0.135,0.2,1.00E+00,Rpl13
1.10E-02,-1.174914995,0.023,0.057,1.00E+00,Bbs1
1.10E-02,-0.1460164939,0.911,0.943,1.00E+00,A230057D06Rik
1.10E-02,-1.069376067,0.037,0.076,1.00E+00,Jade3
1.10E-02,-0.5375223908,0.067,0.117,1.00E+00,H2afy2
1.11E-02,0.484128538,0.289,0.224,1.00E+00,Golga1
1.11E-02,-0.3854078947,0.122,0.189,1.00E+00,Dhx35
1.12E-02,-0.3009137215,0.392,0.496,1.00E+00,Cpsf6
1.12E-02,-0.694741054,0.03,0.067,1.00E+00,Phldb1
1.13E-02,-0.5469970829,0.078,0.133,1.00E+00,Letmd1
1.13E-02,-1.165543257,0.016,0.046,1.00E+00,Rpa3
1.13E-02,-0.3202625559,0.328,0.426,1.00E+00,Tsc1
1.14E-02,1.197328431,0.094,0.052,1.00E+00,Tstd2
1.14E-02,-0.2315282003,0.757,0.8,1.00E+00,Osbpl9
1.14E-02,-0.3831114856,0.222,0.304,1.00E+00,Arsb
1.14E-02,-0.8370731522,0.057,0.104,1.00E+00,Med24
1.14E-02,0.1856923506,0.963,0.952,1.00E+00,Tenm2
1.15E-02,-0.1391451901,0.975,0.993,1.00E+00,Ctnna2
1.15E-02,-0.2965248105,0.654,0.711,1.00E+00,Gabrb1
1.15E-02,2.062407139,0.044,0.015,1.00E+00,St18
1.15E-02,-0.7121053675,0.073,0.126,1.00E+00,Ikzf2
1.16E-02,-0.3832815029,0.204,0.287,1.00E+00,Pigu
1.17E-02,4.046967378,0.014,0,1.00E+00,Lysmd1
1.17E-02,3.903157633,0.014,0,1.00E+00,Ddx11
1.17E-02,-0.9533113335,0.041,0.083,1.00E+00,Mrpl32
1.17E-02,0.8315108145,0.188,0.133,1.00E+00,Trappc10
1.17E-02,-0.525092001,0.064,0.115,1.00E+00,Tnpo2
1.17E-02,-0.5730688454,0.08,0.135,1.00E+00,Tvp23a
1.17E-02,-0.6334264773,0.096,0.154,1.00E+00,Api5
1.18E-02,1.417015374,0.044,0.015,1.00E+00,Gm38348
1.18E-02,-0.5886292392,0.133,0.198,1.00E+00,Arf5
1.18E-02,-0.3555311048,0.431,0.543,1.00E+00,Ly6h
1.18E-02,0.5185605617,0.248,0.189,1.00E+00,Ywhaz
1.18E-02,-0.5648001616,0.087,0.143,1.00E+00,Snx5
1.18E-02,-0.372392341,0.213,0.291,1.00E+00,Dnajb4
1.19E-02,-0.4561852832,0.069,0.122,1.00E+00,Elp5
1.19E-02,-1.109687617,0.023,0.057,1.00E+00,Usp21
1.20E-02,-0.9976932366,0.028,0.063,1.00E+00,BC003965
1.21E-02,1.087550948,0.069,0.033,1.00E+00,Rnf40
1.21E-02,2.187368088,0.032,0.009,1.00E+00,Ttc7
1.22E-02,-0.9678440001,0.028,0.063,1.00E+00,Rps25
1.22E-02,-0.825158778,0.048,0.091,1.00E+00,Cfap410
1.22E-02,-0.5005774427,0.108,0.17,1.00E+00,Yipf1
1.23E-02,0.8157875018,0.14,0.089,1.00E+00,Ddrgk1
1.23E-02,-1.470267137,0.014,0.041,1.00E+00,C030037D09Rik
1.23E-02,-1.134103641,0.039,0.078,1.00E+00,Tuba1b
1.24E-02,-0.2813775014,0.317,0.407,1.00E+00,Cd81
1.24E-02,-0.3781373173,0.188,0.263,1.00E+00,Plaa
1.25E-02,-0.7481549487,0.037,0.076,1.00E+00,Ldhd
1.25E-02,-0.5621685811,0.069,0.12,1.00E+00,Ythdf2
1.26E-02,-0.8310534913,0.032,0.07,1.00E+00,Gm9929
1.26E-02,0.81145178,0.174,0.12,1.00E+00,Psmc6
1.26E-02,-1.22047681,0.034,0.072,1.00E+00,Higd2a
1.26E-02,-1.058913697,0.025,0.059,1.00E+00,Sod1
1.27E-02,0.2215402638,0.75,0.733,1.00E+00,Jmjd1c
1.27E-02,-0.672563716,0.064,0.113,1.00E+00,Slc39a3
1.29E-02,1.097943115,0.069,0.033,1.00E+00,Klhl11
1.29E-02,0.6365586525,0.28,0.22,1.00E+00,Slc25a42
1.29E-02,-0.3256668455,0.291,0.376,1.00E+00,Serinc1
1.30E-02,-0.7366207702,0.087,0.141,1.00E+00,Fancm
1.30E-02,0.3172241682,0.589,0.533,1.00E+00,Kif1a
1.31E-02,-1.95577874,0.011,0.037,1.00E+00,Arhgef33
1.31E-02,-1.204035667,0.025,0.059,1.00E+00,Pdp1
1.31E-02,0.7592869974,0.179,0.124,1.00E+00,Smad4
1.31E-02,-0.413903843,0.167,0.237,1.00E+00,Nub1
1.31E-02,0.5115421379,0.351,0.291,1.00E+00,Nrd1
1.32E-02,0.343537324,0.431,0.361,1.00E+00,Mapk8ip3
1.32E-02,0.4545545168,0.431,0.389,1.00E+00,Miga2
1.34E-02,-0.5372186945,0.154,0.222,1.00E+00,Cox7b
1.34E-02,-0.3180349449,0.172,0.246,1.00E+00,Ccnc
1.35E-02,-0.5432283691,0.174,0.241,1.00E+00,Reep5
1.36E-02,-0.906407761,0.039,0.078,1.00E+00,Rgp1
1.36E-02,0.4242128827,0.44,0.391,1.00E+00,Supt3
1.36E-02,-0.203904703,0.67,0.759,1.00E+00,C130071C03Rik
1.36E-02,0.449254605,0.502,0.459,1.00E+00,Slc24a3
1.36E-02,0.3220345004,0.544,0.498,1.00E+00,Slc4a3
1.37E-02,1.069023711,0.06,0.026,1.00E+00,Lin37
1.38E-02,-0.9404397149,0.05,0.093,1.00E+00,Aamp
1.38E-02,-0.5233221814,0.126,0.189,1.00E+00,Ercc6l2
1.39E-02,0.700774586,0.165,0.111,1.00E+00,Megf8
1.39E-02,-0.5925699784,0.144,0.207,1.00E+00,Myl6
1.39E-02,0.4580294222,0.369,0.311,1.00E+00,Cryzl1
1.39E-02,-0.3762566468,0.261,0.346,1.00E+00,Desi1
1.40E-02,1.835209954,0.039,0.013,1.00E+00,Ptk2b
1.40E-02,-1.086372772,0.011,0.037,1.00E+00,Tshz2
1.40E-02,-0.5382949829,0.103,0.163,1.00E+00,Mdh2
1.40E-02,-0.558496944,0.076,0.128,1.00E+00,Acbd4
1.40E-02,0.5762544334,0.25,0.191,1.00E+00,Sos2
1.41E-02,-0.2312761684,0.745,0.824,1.00E+00,Snrnp70
1.41E-02,-0.7533452202,0.044,0.085,1.00E+00,Clgn
1.43E-02,-0.3474165731,0.083,0.137,1.00E+00,Terf2
1.44E-02,0.4892818686,0.218,0.157,1.00E+00,Airn
1.45E-02,-0.3225999621,0.232,0.32,1.00E+00,Gm30054
1.45E-02,-0.2486648672,0.142,0.211,1.00E+00,Arhgap17
1.46E-02,-0.25706781,0.525,0.611,1.00E+00,Slc25a12
1.46E-02,-0.3013839699,0.243,0.328,1.00E+00,Pcsk7
1.46E-02,-0.8660136883,0.034,0.072,1.00E+00,Slc4a2
1.46E-02,-0.4264290545,0.172,0.246,1.00E+00,Prkar2a
1.47E-02,-0.4481721174,0.206,0.283,1.00E+00,Eps15
1.47E-02,-0.285723264,0.135,0.202,1.00E+00,Plpbp
1.47E-02,-1.153067627,0.018,0.048,1.00E+00,Ndufaf3
1.47E-02,-0.7765951007,0.094,0.146,1.00E+00,Rpl37
1.48E-02,-0.4746705414,0.108,0.167,1.00E+00,Resf1
1.48E-02,-0.6635957005,0.053,0.098,1.00E+00,Noct
1.49E-02,0.4787948667,0.291,0.233,1.00E+00,Tax1bp1
1.49E-02,-0.8068281001,0.085,0.135,1.00E+00,Tmem68
1.49E-02,-0.6615945548,0.099,0.152,1.00E+00,Dctn2
1.50E-02,0.2235611627,0.826,0.767,1.00E+00,Iqsec1
1.50E-02,-0.1854633093,0.518,0.622,1.00E+00,Cd47
1.50E-02,-0.2688083865,0.378,0.476,1.00E+00,Pten
1.50E-02,0.3570395934,0.415,0.354,1.00E+00,Crebzf
1.50E-02,-0.6086919947,0.076,0.126,1.00E+00,Ermard
1.50E-02,-0.5729957543,0.073,0.124,1.00E+00,Sin3b
1.51E-02,3.023935901,0.023,0.004,1.00E+00,Ankrd37
1.51E-02,-0.3100769856,0.369,0.472,1.00E+00,Slc38a2
1.52E-02,-1.86709739,0.009,0.033,1.00E+00,Rxfp1
1.52E-02,0.7550803499,0.028,0.007,1.00E+00,Adcy7
1.52E-02,-0.7008733818,0.05,0.093,1.00E+00,Ndufa6
1.52E-02,-0.4403088839,0.239,0.311,1.00E+00,Gpr45
1.52E-02,-0.3153655262,0.232,0.315,1.00E+00,Hspa4l
1.52E-02,0.3958547067,0.339,0.265,1.00E+00,Zfpm2
1.53E-02,3.444859861,0.023,0.004,1.00E+00,Kit
1.53E-02,3.045943246,0.018,0.002,1.00E+00,Gm15510
1.53E-02,-0.5561346144,0.069,0.117,1.00E+00,2300009A05Rik
1.53E-02,-0.5310675053,0.144,0.209,1.00E+00,Cd46
1.54E-02,0.2975910118,0.484,0.42,1.00E+00,Myo5b
1.54E-02,-0.676799245,0.108,0.161,1.00E+00,Arfgap3
1.54E-02,-0.5361103942,0.103,0.161,1.00E+00,Atp5d
1.55E-02,-2.396335066,0.005,0.024,1.00E+00,Gm17114
1.55E-02,-0.8075618262,0.03,0.065,1.00E+00,Jpt1
1.55E-02,-0.2719500717,0.456,0.546,1.00E+00,Desi2
1.55E-02,-2.101062573,0.007,0.028,1.00E+00,Atcayos
1.55E-02,-1.189608987,0.028,0.061,1.00E+00,Dnah5
1.55E-02,-2.052885285,0.007,0.028,1.00E+00,Il18bp
1.56E-02,-0.4650910326,0.312,0.385,1.00E+00,Stxbp6
1.56E-02,-0.9512479847,0.041,0.08,1.00E+00,Arpc5
1.56E-02,-0.4900377633,0.147,0.213,1.00E+00,Pip5k1b
1.56E-02,-0.7569591006,0.041,0.08,1.00E+00,Rpl7a
1.57E-02,-1.890430596,0.007,0.028,1.00E+00,Rad51
1.57E-02,0.7487936778,0.08,0.041,1.00E+00,Sept9
1.57E-02,-0.3426623685,0.126,0.189,1.00E+00,Btbd8
1.58E-02,-0.7493558516,0.064,0.111,1.00E+00,Cope
1.58E-02,-0.4396886944,0.149,0.215,1.00E+00,Rbbp4
1.58E-02,-1.932533462,0.007,0.028,1.00E+00,Fdps
1.58E-02,0.7148048783,0.142,0.091,1.00E+00,Tyk2
1.59E-02,-0.172658812,0.094,0.154,1.00E+00,Zfp821
1.59E-02,-1.132339564,0.037,0.074,1.00E+00,Slc16a11
1.60E-02,-1.997372306,0.005,0.024,1.00E+00,Dusp23
1.60E-02,-0.4057866527,0.255,0.333,1.00E+00,Tmtc2
1.61E-02,-0.4816093869,0.103,0.161,1.00E+00,Gm38393
1.61E-02,-1.877662466,0.005,0.024,1.00E+00,Zfp760
1.61E-02,-0.7850691108,0.053,0.096,1.00E+00,S100pbp
1.61E-02,-0.6590901124,0.094,0.148,1.00E+00,Decr2
1.61E-02,-0.4823098425,0.167,0.233,1.00E+00,Fbxo3
1.61E-02,-0.691999744,0.037,0.074,1.00E+00,Rpp30
1.62E-02,-1.064324081,0.023,0.054,1.00E+00,Agpat1
1.62E-02,-0.3173602269,0.122,0.183,1.00E+00,Rexo4
1.62E-02,0.4849825177,0.271,0.209,1.00E+00,Fnbp4
1.62E-02,2.135737195,0.034,0.011,1.00E+00,Tbrg1
1.63E-02,-0.3710602366,0.243,0.322,1.00E+00,Atp5c1
1.63E-02,-0.3258299271,0.151,0.222,1.00E+00,Cck
1.63E-02,-0.9914940375,0.028,0.061,1.00E+00,Churc1
1.64E-02,-0.6749358242,0.083,0.135,1.00E+00,Cdon
1.64E-02,-0.7941822793,0.037,0.074,1.00E+00,Rbsn
1.64E-02,-0.979474656,0.032,0.067,1.00E+00,2310033P09Rik
1.65E-02,-0.2767612276,0.312,0.4,1.00E+00,Snapc3
1.66E-02,0.2450080444,0.663,0.637,1.00E+00,Rbm25
1.66E-02,-0.2889378539,0.239,0.324,1.00E+00,Tasor2
1.66E-02,0.4019970456,0.644,0.607,1.00E+00,Sox2ot
1.67E-02,-0.2395478162,0.291,0.393,1.00E+00,Dzank1
1.67E-02,-0.3323496068,0.195,0.272,1.00E+00,Mob4
1.67E-02,-0.6009472013,0.099,0.152,1.00E+00,Ero1l
1.67E-02,-0.6497658769,0.124,0.18,1.00E+00,Synpr
1.68E-02,0.3916465541,0.404,0.357,1.00E+00,Pias2
1.68E-02,-0.2915267216,0.3,0.398,1.00E+00,Psmd11
1.68E-02,-0.3998008451,0.209,0.283,1.00E+00,Rars2
1.68E-02,-4.127054653,0,0.013,1.00E+00,Cpa6
1.68E-02,-3.91897391,0,0.013,1.00E+00,Gm13199
1.68E-02,-3.664942465,0,0.013,1.00E+00,Pamr1
1.68E-02,-4.12260773,0,0.013,1.00E+00,9430021M05Rik
1.68E-02,-3.992964832,0,0.013,1.00E+00,Gm15472
1.68E-02,-3.756615145,0,0.013,1.00E+00,Gm12404
1.68E-02,-3.853704966,0,0.013,1.00E+00,Shoc1
1.68E-02,-4.235113929,0,0.013,1.00E+00,Ficd
1.68E-02,-3.869821826,0,0.013,1.00E+00,E130304I02Rik
1.68E-02,-3.697980547,0,0.013,1.00E+00,Ctu1
1.68E-02,-3.974005887,0,0.013,1.00E+00,Gm34821
1.68E-02,-4.406677034,0,0.013,1.00E+00,Mrpl34
